Name,price_in_btc,last_24h_change_btc,price_in_usd,last_24h_change_usd,updated_at
Ethereum,0.07285303,0.6147842517194019,2759.32,1.5288997902947383,"Fri, 04 Jun 2021 11:45:09 +0000"
